ref,line_index
"Ma'alot HaMiddot, Introduction 1",4
"Ma'alot HaMiddot, Introduction 2",5
"Ma'alot HaMiddot, vi; On Charity 14",80
"Ma'alot HaMiddot, vi; On Charity 15",81
"Ma'alot HaMiddot, vi; On Charity 16",82
"Ma'alot HaMiddot, vi; On Charity 17",83
"Ma'alot HaMiddot, vi; On Charity 18",84
"Ma'alot HaMiddot, vi; On Charity 19",85
"Ma'alot HaMiddot, vi; On Charity 20",86
"Ma'alot HaMiddot, vii; On Prayer 1",88
"Ma'alot HaMiddot, vii; On Prayer 2",89
"Ma'alot HaMiddot, vii; On Prayer 3",90
"Ma'alot HaMiddot, vii; On Prayer 4",91
"Ma'alot HaMiddot, vii; On Prayer 5",92
"Ma'alot HaMiddot, vii; On Prayer 6",93
"Ma'alot HaMiddot, vii; On Prayer 7",94
"Ma'alot HaMiddot, viii; On Humility and Pride 1",96
"Ma'alot HaMiddot, viii; On Humility and Pride 2",97
"Ma'alot HaMiddot, viii; On Humility and Pride 3",98
"Ma'alot HaMiddot, viii; On Humility and Pride 4",99
"Ma'alot HaMiddot, viii; On Humility and Pride 5",100
"Ma'alot HaMiddot, viii; On Humility and Pride 6",101
"Ma'alot HaMiddot, viii; On Humility and Pride 7",102
"Ma'alot HaMiddot, viii; On Humility and Pride 8",103
"Ma'alot HaMiddot, viii; On Humility and Pride 9",104
"Ma'alot HaMiddot, viii; On Humility and Pride 10",105
"Ma'alot HaMiddot, viii; On Humility and Pride 11",106
"Ma'alot HaMiddot, viii; On Humility and Pride 12",107
"Ma'alot HaMiddot, viii; On Humility and Pride 13",108
"Ma'alot HaMiddot, viii; On Humility and Pride 14",109
"Ma'alot HaMiddot, viii; On Humility and Pride 15",110
"Ma'alot HaMiddot, viii; On Humility and Pride 16",111
"Ma'alot HaMiddot, viii; On Humility and Pride 17",112
"Ma'alot HaMiddot, viii; On Humility and Pride 18",113
"Ma'alot HaMiddot, viii; On Humility and Pride 19",114
"Ma'alot HaMiddot, viii; On Humility and Pride 20",115
"Ma'alot HaMiddot, viii; On Humility and Pride 21",116
"Ma'alot HaMiddot, viii; On Humility and Pride 22",117
"Ma'alot HaMiddot, viii; On Humility and Pride 23",118
"Ma'alot HaMiddot, viii; On Humility and Pride 24",119
"Ma'alot HaMiddot, viii; On Humility and Pride 25",120
"Ma'alot HaMiddot, viii; On Humility and Pride 26",121
"Ma'alot HaMiddot, viii; On Humility and Pride 27",122
"Ma'alot HaMiddot, viii; On Humility and Pride 28",123
"Ma'alot HaMiddot, viii; On Humility and Pride 29",124
"Ma'alot HaMiddot, viii; On Humility and Pride 30",125
"Ma'alot HaMiddot, viii; On Humility and Pride 31",126
"Ma'alot HaMiddot, ix; On Modesty and Immorality 1",128
"Ma'alot HaMiddot, ix; On Modesty and Immorality 2",129
"Ma'alot HaMiddot, ix; On Modesty and Immorality 3",130
"Ma'alot HaMiddot, ix; On Modesty and Immorality 4",131
"Ma'alot HaMiddot, ix; On Modesty and Immorality 5",132
"Ma'alot HaMiddot, ix; On Modesty and Immorality 6",133
"Ma'alot HaMiddot, ix; On Modesty and Immorality 7",134
"Ma'alot HaMiddot, ix; On Modesty and Immorality 8",135
"Ma'alot HaMiddot, ix; On Modesty and Immorality 9",136
"Ma'alot HaMiddot, ix; On Modesty and Immorality 10",137
"Ma'alot HaMiddot, ix; On Modesty and Immorality 11",138
"Ma'alot HaMiddot, ix; On Modesty and Immorality 12",139
"Ma'alot HaMiddot, ix; On Modesty and Immorality 13",140
"Ma'alot HaMiddot, ix; On Modesty and Immorality 14",141
"Ma'alot HaMiddot, ix; On Modesty and Immorality 15",142
"Ma'alot HaMiddot, ix; On Modesty and Immorality 16",143
"Ma'alot HaMiddot, ix; On Modesty and Immorality 17",144
"Ma'alot HaMiddot, ix; On Modesty and Immorality 18",145
"Ma'alot HaMiddot, ix; On Modesty and Immorality 19",146
"Ma'alot HaMiddot, x; On Shame and Arrogance 1",148
"Ma'alot HaMiddot, x; On Shame and Arrogance 2",149
"Ma'alot HaMiddot, x; On Shame and Arrogance 3",150
"Ma'alot HaMiddot, x; On Shame and Arrogance 4",151
"Ma'alot HaMiddot, x; On Shame and Arrogance 5",152
"Ma'alot HaMiddot, x; On Shame and Arrogance 6",153
"Ma'alot HaMiddot, x; On Shame and Arrogance 7",154
"Ma'alot HaMiddot, x; On Shame and Arrogance 8",155
"Ma'alot HaMiddot, x; On Shame and Arrogance 9",156
"Ma'alot HaMiddot, x; On Shame and Arrogance 10",157
"Ma'alot HaMiddot, x; On Shame and Arrogance 11",158
"Ma'alot HaMiddot, xi; On Faith and Theft 1",160
"Ma'alot HaMiddot, xi; On Faith and Theft 2",161
"Ma'alot HaMiddot, xi; On Faith and Theft 3",162
"Ma'alot HaMiddot, xi; On Faith and Theft 4",163
"Ma'alot HaMiddot, xi; On Faith and Theft 5",164
"Ma'alot HaMiddot, xi; On Faith and Theft 6",165
"Ma'alot HaMiddot, xi; On Faith and Theft 7",166
"Ma'alot HaMiddot, xi; On Faith and Theft 8",167
"Ma'alot HaMiddot, xi; On Faith and Theft 9",168
"Ma'alot HaMiddot, xi; On Faith and Theft 10",169
"Ma'alot HaMiddot, xi; On Faith and Theft 11",170
"Ma'alot HaMiddot, xi; On Faith and Theft 12",171
"Ma'alot HaMiddot, xi; On Faith and Theft 13",172
"Ma'alot HaMiddot, xi; On Faith and Theft 14",173
"Ma'alot HaMiddot, xi; On Faith and Theft 15",174
"Ma'alot HaMiddot, xi; On Faith and Theft 16",175
"Ma'alot HaMiddot, xi; On Faith and Theft 17",176
"Ma'alot HaMiddot, xi; On Faith and Theft 18",177
"Ma'alot HaMiddot, xi; On Faith and Theft 19",178
"Ma'alot HaMiddot, xi; On Faith and Theft 20",179
"Ma'alot HaMiddot, xi; On Faith and Theft 21",180
"Ma'alot HaMiddot, xi; On Faith and Theft 22",181
"Ma'alot HaMiddot, xi; On Faith and Theft 23",182
"Ma'alot HaMiddot, xi; On Faith and Theft 24",183
"Ma'alot HaMiddot, xi; On Faith and Theft 25",184
"Ma'alot HaMiddot, xi; On Faith and Theft 26",185
"Ma'alot HaMiddot, xi; On Faith and Theft 27",186
"Ma'alot HaMiddot, xi; On Faith and Theft 28",187
"Ma'alot HaMiddot, xii; On Integrity and Deceit 1",189
"Ma'alot HaMiddot, xii; On Integrity and Deceit 2",190
"Ma'alot HaMiddot, xii; On Integrity and Deceit 3",191
"Ma'alot HaMiddot, xii; On Integrity and Deceit 4",192
"Ma'alot HaMiddot, xii; On Integrity and Deceit 5",193
"Ma'alot HaMiddot, xii; On Integrity and Deceit 6",194
"Ma'alot HaMiddot, xii; On Integrity and Deceit 7",195
"Ma'alot HaMiddot, xii; On Integrity and Deceit 8",196
"Ma'alot HaMiddot, xii; On Integrity and Deceit 9",197
"Ma'alot HaMiddot, xii; On Integrity and Deceit 10",198
"Ma'alot HaMiddot, xii; On Integrity and Deceit 11",199
"Ma'alot HaMiddot, xii; On Integrity and Deceit 12",200
"Ma'alot HaMiddot, xii; On Integrity and Deceit 13",201
"Ma'alot HaMiddot, xii; On Integrity and Deceit 14",202
"Ma'alot HaMiddot, xii; On Integrity and Deceit 15",203
"Ma'alot HaMiddot, xii; On Integrity and Deceit 16",204
"Ma'alot HaMiddot, xii; On Integrity and Deceit 17",205
"Ma'alot HaMiddot, xii; On Integrity and Deceit 18",206
"Ma'alot HaMiddot, xii; On Integrity and Deceit 19",207
"Ma'alot HaMiddot, xii; On Integrity and Deceit 20",208
"Ma'alot HaMiddot, xii; On Integrity and Deceit 21",209
"Ma'alot HaMiddot, xii; On Integrity and Deceit 22",210
"Ma'alot HaMiddot, xii; On Integrity and Deceit 23",211
"Ma'alot HaMiddot, xii; On Integrity and Deceit 24",212
"Ma'alot HaMiddot, xii; On Integrity and Deceit 25",213
"Ma'alot HaMiddot, xii; On Integrity and Deceit 26",214
"Ma'alot HaMiddot, xii; On Integrity and Deceit 27",215
"Ma'alot HaMiddot, xii; On Integrity and Deceit 28",216
"Ma'alot HaMiddot, xii; On Integrity and Deceit 29",217
"Ma'alot HaMiddot, xiii; On Compassion and Cruelty 1",219
"Ma'alot HaMiddot, xiii; On Compassion and Cruelty 2",220
"Ma'alot HaMiddot, xiii; On Compassion and Cruelty 3",221
"Ma'alot HaMiddot, xiii; On Compassion and Cruelty 4",222
"Ma'alot HaMiddot, xiii; On Compassion and Cruelty 5",223
"Ma'alot HaMiddot, xiii; On Compassion and Cruelty 6",224
"Ma'alot HaMiddot, xiii; On Compassion and Cruelty 7",225
"Ma'alot HaMiddot, xiii; On Compassion and Cruelty 8",226
"Ma'alot HaMiddot, xiii; On Compassion and Cruelty 9",227
"Ma'alot HaMiddot, xiii; On Compassion and Cruelty 10",228
"Ma'alot HaMiddot, xiii; On Compassion and Cruelty 11",229
"Ma'alot HaMiddot, xiii; On Compassion and Cruelty 12",230
"Ma'alot HaMiddot, xiii; On Compassion and Cruelty 13",231
"Ma'alot HaMiddot, xiii; On Compassion and Cruelty 14",232
"Ma'alot HaMiddot, xiii; On Compassion and Cruelty 15",233
"Ma'alot HaMiddot, xiii; On Compassion and Cruelty 16",234
"Ma'alot HaMiddot, xiv; On Amicability and Anger 1",236
"Ma'alot HaMiddot, xiv; On Amicability and Anger 2",237
"Ma'alot HaMiddot, xiv; On Amicability and Anger 3",238
"Ma'alot HaMiddot, xiv; On Amicability and Anger 4",239
"Ma'alot HaMiddot, xiv; On Amicability and Anger 5",240
"Ma'alot HaMiddot, xiv; On Amicability and Anger 6",241
"Ma'alot HaMiddot, xiv; On Amicability and Anger 7",242
"Ma'alot HaMiddot, xiv; On Amicability and Anger 8",243
"Ma'alot HaMiddot, xiv; On Amicability and Anger 9",244
"Ma'alot HaMiddot, xiv; On Amicability and Anger 10",245
"Ma'alot HaMiddot, xiv; On Amicability and Anger 11",246
"Ma'alot HaMiddot, xiv; On Amicability and Anger 12",247
"Ma'alot HaMiddot, xiv; On Amicability and Anger 13",248
"Ma'alot HaMiddot, xiv; On Amicability and Anger 14",249
"Ma'alot HaMiddot, xiv; On Amicability and Anger 15",250
"Ma'alot HaMiddot, xiv; On Amicability and Anger 16",251
"Ma'alot HaMiddot, xiv; On Amicability and Anger 17",252
"Ma'alot HaMiddot, xiv; On Amicability and Anger 18",253
"Ma'alot HaMiddot, xv; On Reputation 1",255
"Ma'alot HaMiddot, xv; On Reputation 2",256
"Ma'alot HaMiddot, xv; On Reputation 3",257
"Ma'alot HaMiddot, xv; On Reputation 4",258
"Ma'alot HaMiddot, xv; On Reputation 5",259
"Ma'alot HaMiddot, xv; On Reputation 6",260
"Ma'alot HaMiddot, xv; On Reputation 7",261
"Ma'alot HaMiddot, xv; On Reputation 8",262
"Ma'alot HaMiddot, xv; On Reputation 9",263
"Ma'alot HaMiddot, xv; On Reputation 10",264
"Ma'alot HaMiddot, xv; On Reputation 11",265
"Ma'alot HaMiddot, xv; On Reputation 12",266
"Ma'alot HaMiddot, xv; On Reputation 13",267
"Ma'alot HaMiddot, xv; On Reputation 14",268
"Ma'alot HaMiddot, xv; On Reputation 15",269
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 1",271
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 2",272
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 3",273
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 4",274
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 5",275
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 6",276
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 7",277
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 8",278
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 9",279
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 10",280
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 11",281
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 12",282
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 13",283
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 14",284
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 15",285
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 16",286
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 17",287
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 18",288
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 19",289
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 20",290
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 21",291
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 22",292
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 23",293
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 24",294
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 25",295
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 26",296
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 27",297
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 28",298
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 29",299
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 30",300
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 31",301
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 32",302
"Ma'alot HaMiddot, xvi; On Good and Evil Inclinations 33",303
"Ma'alot HaMiddot, xvii; On Repentance 1",305
"Ma'alot HaMiddot, xvii; On Repentance 2",306
"Ma'alot HaMiddot, xvii; On Repentance 3",307
"Ma'alot HaMiddot, xvii; On Repentance 4",308
"Ma'alot HaMiddot, xvii; On Repentance 5",309
"Ma'alot HaMiddot, xvii; On Repentance 6",310
"Ma'alot HaMiddot, xvii; On Repentance 7",311
"Ma'alot HaMiddot, xvii; On Repentance 8",312
"Ma'alot HaMiddot, xvii; On Repentance 9",313
"Ma'alot HaMiddot, xvii; On Repentance 10",314
"Ma'alot HaMiddot, xvii; On Repentance 11",315
"Ma'alot HaMiddot, xvii; On Repentance 12",316
"Ma'alot HaMiddot, xvii; On Repentance 13",317
"Ma'alot HaMiddot, xvii; On Repentance 14",318
"Ma'alot HaMiddot, xvii; On Repentance 15",319
"Ma'alot HaMiddot, xvii; On Repentance 16",320
"Ma'alot HaMiddot, xvii; On Repentance 17",321
"Ma'alot HaMiddot, xvii; On Repentance 18",322
"Ma'alot HaMiddot, xvii; On Repentance 19",323
"Ma'alot HaMiddot, xvii; On Repentance 20",324
"Ma'alot HaMiddot, xvii; On Repentance 21",325
"Ma'alot HaMiddot, xvii; On Repentance 22",326
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 1",328
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 2",329
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 3",330
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 4",331
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 5",332
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 6",333
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 7",334
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 8",335
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 9",336
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 10",337
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 11",338
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 12",339
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 13",340
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 14",341
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 15",342
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 16",343
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 17",344
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 18",345
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 19",346
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 20",347
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 21",348
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 22",349
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 23",350
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 24",351
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 25",352
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 26",353
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 27",354
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 28",355
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 29",356
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 30",357
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 31",358
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 32",359
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 33",360
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 34",361
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 35",362
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 36",363
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 37",364
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 38",365
"Ma'alot HaMiddot, xviii; On Wisdom and Foolishness 39",366
"Ma'alot HaMiddot, xix; On Wealth 1",368
"Ma'alot HaMiddot, xix; On Wealth 2",369
"Ma'alot HaMiddot, xix; On Wealth 3",370
"Ma'alot HaMiddot, xix; On Wealth 4",371
"Ma'alot HaMiddot, xix; On Wealth 5",372
"Ma'alot HaMiddot, xix; On Wealth 6",373
"Ma'alot HaMiddot, xix; On Wealth 7",374
"Ma'alot HaMiddot, xix; On Wealth 8",375
"Ma'alot HaMiddot, xix; On Wealth 9",376
"Ma'alot HaMiddot, xix; On Wealth 10",377
"Ma'alot HaMiddot, xix; On Wealth 11",378
"Ma'alot HaMiddot, xix; On Wealth 12",379
"Ma'alot HaMiddot, xix; On Wealth 13",380
"Ma'alot HaMiddot, xix; On Wealth 14",381
"Ma'alot HaMiddot, xx; On Diligence and Laziness 1",383
"Ma'alot HaMiddot, xx; On Diligence and Laziness 2",384
"Ma'alot HaMiddot, xx; On Diligence and Laziness 3",385
"Ma'alot HaMiddot, xx; On Diligence and Laziness 4",386
"Ma'alot HaMiddot, xx; On Diligence and Laziness 5",387
"Ma'alot HaMiddot, xx; On Diligence and Laziness 6",388
"Ma'alot HaMiddot, xx; On Diligence and Laziness 7",389
"Ma'alot HaMiddot, xx; On Diligence and Laziness 8",390
"Ma'alot HaMiddot, xx; On Diligence and Laziness 9",391
"Ma'alot HaMiddot, xx; On Diligence and Laziness 10",392
"Ma'alot HaMiddot, xx; On Diligence and Laziness 11",393
"Ma'alot HaMiddot, xx; On Diligence and Laziness 12",394
"Ma'alot HaMiddot, xx; On Diligence and Laziness 13",395
"Ma'alot HaMiddot, xx; On Diligence and Laziness 14",396
"Ma'alot HaMiddot, xx; On Diligence and Laziness 15",397
"Ma'alot HaMiddot, xxi; On Contentment and Gluttony 1",399
"Ma'alot HaMiddot, xxi; On Contentment and Gluttony 2",400
"Ma'alot HaMiddot, xxi; On Contentment and Gluttony 3",401
"Ma'alot HaMiddot, xxi; On Contentment and Gluttony 4",402
"Ma'alot HaMiddot, xxi; On Contentment and Gluttony 5",403
"Ma'alot HaMiddot, xxi; On Contentment and Gluttony 6",404
"Ma'alot HaMiddot, xxi; On Contentment and Gluttony 7",405
"Ma'alot HaMiddot, xxi; On Contentment and Gluttony 8",406
"Ma'alot HaMiddot, xxi; On Contentment and Gluttony 9",407
"Ma'alot HaMiddot, xxi; On Contentment and Gluttony 10",408
"Ma'alot HaMiddot, xxi; On Contentment and Gluttony 11",409
"Ma'alot HaMiddot, xxi; On Contentment and Gluttony 12",410
"Ma'alot HaMiddot, xxi; On Contentment and Gluttony 13",411
"Ma'alot HaMiddot, xxi; On Contentment and Gluttony 14",412
"Ma'alot HaMiddot, xxi; On Contentment and Gluttony 15",413
"Ma'alot HaMiddot, xxi; On Contentment and Gluttony 16",414
"Ma'alot HaMiddot, xxi; On Contentment and Gluttony 17",415
"Ma'alot HaMiddot, xxi; On Contentment and Gluttony 18",416
"Ma'alot HaMiddot, xxi; On Contentment and Gluttony 19",417
"Ma'alot HaMiddot, xxi; On Contentment and Gluttony 20",418
"Ma'alot HaMiddot, xxi; On Contentment and Gluttony 21",419
"Ma'alot HaMiddot, xxi; On Contentment and Gluttony 22",420
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 1",422
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 2",423
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 3",424
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 4",425
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 5",426
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 6",427
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 7",428
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 8",429
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 9",430
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 10",431
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 11",432
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 12",433
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 13",434
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 14",435
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 15",436
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 16",437
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 17",438
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 18",439
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 19",440
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 20",441
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 21",442
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 22",443
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 23",444
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 24",445
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 25",446
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 26",447
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 27",448
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 28",449
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 29",450
"Ma'alot HaMiddot, xxii; On Generosity and Stinginess 30",451
"Ma'alot HaMiddot, xxiii; On Proper Conduct 1",453
"Ma'alot HaMiddot, xxiii; On Proper Conduct 2",454
"Ma'alot HaMiddot, xxiii; On Proper Conduct 3",455
"Ma'alot HaMiddot, xxiii; On Proper Conduct 4",456
"Ma'alot HaMiddot, xxiii; On Proper Conduct 5",457
"Ma'alot HaMiddot, xxiii; On Proper Conduct 6",458
"Ma'alot HaMiddot, xxiii; On Proper Conduct 7",459
"Ma'alot HaMiddot, xxiii; On Proper Conduct 8",460
"Ma'alot HaMiddot, xxiii; On Proper Conduct 9",461
"Ma'alot HaMiddot, xxiii; On Proper Conduct 10",462
"Ma'alot HaMiddot, xxiii; On Proper Conduct 11",463
